GBP_USD_FX,GBP_LIBOR_6M_SWAP_1Y_1Y,USD_LIBOR_3M_SWAP_1Y_1Y
USD_JPY_FX,JPY_LIBOR_6M_SWAP_1Y_1Y,USD_LIBOR_3M_SWAP_1Y_1Y
USD_CAD_FX,CAD_CDOR_3M_SWAP_1Y_1Y,USD_LIBOR_3M_SWAP_1Y_1Y
AUD_USD_FX,AUD_BBSW_3M_SWAP_1Y_1Y,USD_LIBOR_3M_SWAP_1Y_1Y
