GBP_LIBOR_6M_SWAP_5Y_5Y,USD_LIBOR_3M_SWAP_5Y_5Y,EUR_EURIBOR_6M_SWAP_5Y_5Y
AUD_BBSW_6M_SWAP_5Y_5Y,USD_LIBOR_3M_SWAP_5Y_5Y,CAD_CDOR_3M_SWAP_5Y_5Y
SEK_STIBOR_3M_SWAP_1Y_1Y,USD_LIBOR_3M_SWAP_1Y_1Y,EUR_EURIBOR_6M_SWAP_1Y_1Y
CHF_LIBOR_6M_SWAP_1Y_1Y,EUR_EURIBOR_6M_SWAP_1Y_1Y,GBP_LIBOR_6M_SWAP_1Y_1Y
